place_name,new_description
Mission Locale Paris Terres d'Envol - Antenne du Bourget,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. Vous pouvez venir du lundi au vendredi, mais les conseillers ne sont présents que du lundi au jeudi."
Mission Locale Paris Terres d'Envol - Antenne de Dugny,"La Mission locale est là pour aider les jeunes de 16 à 25 ans qui ont quitté l'école. Un conseiller vous aidera à trouver votre chemin. La Mission locale vous aide à : définir votre projet professionnel, trouver un emploi ou une formation, partir travailler à l'étranger, connaître vos droits à la santé, au logement, à la garde d'enfants, etc. Vous pouvez venir du lundi au vendredi, mais les conseillers ne sont présents que du lundi au jeudi."
PMI Président Wilson,"La PMI Président Wilson est un centre qui aide les mères et les enfants de moins de 6 ans. Il accompagne les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Le centre propose des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour apprendre à éduquer et à planifier sa famille, des consultations pour les problèmes psychologiques et des activités pour les parents et les enfants. Des visites à domicile sont également possibles. Vous pouvez poser vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille lors d'une consultation avec un médecin ou en parlant avec une conseillère. Le centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
PMI Paul Vaillant Couturier,"La PMI Paul Vaillant Couturier est un centre qui aide les mères et les enfants de moins de 6 ans. Nous accompagnons les jeunes parents et les femmes enceintes pour les aider à prendre soin de leur santé et de celle de leur enfant. Nous proposons des consultations avant et après la naissance, des actions pour prévenir les problèmes de santé, des activités pour aider les parents à éduquer leurs enfants et à planifier leur famille. Nous offrons également des consultations avec des psychologues et des spécialistes de la motricité, ainsi que des activités pour les parents et les enfants ensemble. Des visites à domicile peuvent être organisées pour vous aider. Vous pouvez nous poser toutes vos questions sur la contraception, la sexualité, les infections sexuellement transmissibles, l'interruption de grossesse, les relations de couple et de famille. Notre centre est ouvert à tous, gratuitement, avec ou sans assurance maladie."
Restos du Coeur - Centre dactivités de Montreuil Bébé,"Les centres d'activités offrent de l'aide en cas d'urgence et pour aider les gens à s'intégrer dans la société. Ils proposent un accueil chaleureux, une écoute attentive, de l'aide pour manger, des objets de première nécessité, des conseils pour trouver son chemin et un accompagnement personnalisé. Cela peut inclure de l'aide pour trouver un emploi, des vacances, des cours de français, une initiation à l'informatique et une distribution de nourriture. Un centre situé à Montreuil propose un accueil spécial pour les familles avec de jeunes enfants et offre des produits adaptés à leur âge, comme des petits pots, du lait, des couches, des vêtements et du matériel pour les bébés de 0 à 18 mois."
Permanence CIDFF - Ghett'Up,"Le Centre d'information sur les droits des femmes et des familles (CIDFF) 93 propose un accompagnement pour les femmes qui cherchent une formation ou un emploi à Saint-Denis. Les services offerts incluent : élaboration d'un projet professionnel, recherche de formation, valorisation de votre parcours en France ou à l'étranger, création d'outils pour la recherche d'emploi et simulations d'entretiens. Tout cela est disponible sur rendez-vous dans les locaux de Ghett'up."
Centre socio-culturel Nelson Mandela,"La Ville d'Épinay-sur-Seine a 4 centres socioculturels dans les quartiers. Ces centres proposent des activités pour tous, petits et grands, comme des cours de danse, des jeux et des ateliers d'apprentissage. Les objectifs de ces centres sont de proposer des activités culturelles et sportives, d'aider les jeunes à grandir et à apprendre, et d'améliorer la vie quotidienne des habitants. Ils offrent également des ateliers d'aide administrative, des permanences d'accès au droit et des sorties en famille. Chaque année, des événements spéciaux ont lieu, comme la galette des rois et la journée des femmes. Pour plus d'informations, vous pouvez contacter le service ""Vie de Quartier"" à l'adresse <a href=""mailto:viedesquartiers@epinay-sur-seine.fr"">viedesquartiers@epinay-sur-seine.fr</a>. Les centres sont fermés les samedis après-midi pendant les vacances scolaires."
Centre socio-culturel Félix Merlin,"La Ville d'Épinay-sur-Seine a 4 centres socioculturels dans les quartiers. Ces centres proposent des activités pour tous, petits et grands. Ils visent à : proposer des activités culturelles et sportives, aider les jeunes à grandir et apprendre, améliorer la vie quotidienne et l'accès aux droits. Les centres organisent des événements spéciaux tout au long de l'année. Le centre Félix Merlin est situé au 67 rue Félix Merlin et a une annexe au 28 Rue d'Argenteuil. Pour plus d'informations, appelez le 01 71 29 13 34. Les centres sont fermés les samedis après-midi pendant les vacances scolaires. Ils offrent un accueil chaleureux pour discuter et obtenir des conseils."
Agence Locale d'Insertion - Neuilly Sur Marne/Neuilly Plaisance/Gagny - Germinal,"Une Agence Locale d'insertion est un endroit où les personnes qui reçoivent le RSA peuvent venir pour obtenir de l'aide. Elles sont orientées vers cet endroit par le Département. L'agence a une équipe avec des personnes de différents domaines, comme des conseillers pour l'emploi, des travailleurs sociaux, des psychologues et des personnes qui viennent du monde de l'entreprise. Cela permet de répondre à tous les problèmes que les personnes qui reçoivent le RSA peuvent rencontrer. L'agence propose des accompagnements individuels et collectifs, comme de l'aide pour les problèmes sociaux ou professionnels, des ateliers pour gagner confiance en soi, des stages pour découvrir un métier, etc. Ces accompagnements durent généralement un an et peuvent être renouvelés une fois."
Agence Locale d'Insertion - Noisy Le Grand/ Gournay - Germinal,"Une Agence Locale d'insertion est un endroit où les personnes qui reçoivent le RSA peuvent venir pour obtenir de l'aide. Elles sont orientées vers cet endroit par le Département. L'agence a une équipe avec des personnes de différents domaines, comme des conseillers pour l'emploi, des travailleurs sociaux, des psychologues et des personnes qui viennent du monde de l'entreprise. Cela permet de répondre à tous les problèmes que les personnes qui reçoivent le RSA peuvent rencontrer. L'agence propose des accompagnements individuels et collectifs, comme de l'aide pour les problèmes sociaux ou professionnels, des ateliers pour gagner confiance en soi, des stages pour découvrir un métier, etc. Ces accompagnements durent généralement un an et peuvent être renouvelés une fois."
Permanence CIDFF - Centre commercial Beau Sevran,"Le Centre d'Information du Droit des Femmes et des Familles (CIDFF) est présent au Centre commercial Beau Sevran. Les juristes du CIDFF aident les personnes victimes de violences sexistes, comme les violences au sein du couple, au travail, les mariages forcés ou les mutilations sexuelles féminines. Ils répondent de manière confidentielle et gratuite à vos questions. Cependant, les informations fournies ne remplacent pas les conseils d'un avocat ou d'un notaire, qui sont les seuls à pouvoir vous donner des conseils juridiques adaptés à votre situation. Vous pouvez également contacter le CIDFF par téléphone au 01 48 36 99 02, le vendredi de 9h à 12h."
Cop 1 - Solidarités Etudiantes Aubervilliers,"Cop1 Solidarités Étudiantes est une association qui aide les étudiants en difficulté. Nous organisons des distributions de nourriture et de produits essentiels comme des kits d'hygiène et des protections périodiques. Ces distributions sont gratuites et ouvertes à tous les étudiants, sans conditions de ressources, une semaine sur deux, grâce à nos bénévoles."
Agence Locale d'Insertion (ALI) - Saint-Ouen / L'Île Saint-Denis - Bimbamjob / ARES,"L'Agence Locale d'insertion (ALI) est un endroit où les personnes qui reçoivent le RSA peuvent venir pour obtenir de l'aide. L'ALI de Saint-Ouen et l'Île Saint-Denis est gérée par deux organisations : ARES et BIMBAMJOB. Elles proposent un programme qui aide les personnes à trouver un emploi ou une formation, et à résoudre des problèmes sociaux comme le logement, la santé ou la garde des enfants. Ce programme est personnalisé pour chaque personne, mais il y a aussi des activités en groupe pour aider les participants à atteindre leurs objectifs."
Service de Santé des Etudiants (SSE) - Université Paris 8,"L'Université Paris 8 offre une aide pour la santé à ses étudiants sans frais. Des professionnels de santé sont là pour vous aider, vous pouvez prendre rendez-vous pour les consulter."
Pôle d'Accompagnement Social aux Etudiants de l'Université Paris 8,"L'Université Paris 8 aide les étudiants en difficulté. Le Pôle d'Accompagnement Social les aide pour trouver un logement, obtenir des aides financières et demander des bourses."
Permanence d'Accès aux Soins de Santé (PASS) de ville - Montreuil,"La PASS de Montreuil est un service qui aide les personnes qui ont besoin de soins médicaux mais qui n'y ont pas accès. Elle est située dans le Centre Municipal de Santé Savattero. Ce service accueille tout le monde, sans condition. Il aide les personnes qui n'ont pas d'argent, qui n'ont pas de protection sociale ou qui ont des difficultés dans leur vie quotidienne. La PASS examine la situation de chaque personne et vérifie si elle a droit à des soins de santé. Si c'est le cas, elle permet d'accéder à des soins de base sans avoir à payer d'avance."
